2021-07-12;O exemplo de outros fortalece o irmão Konstantin Moiseyenko;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/O-exemplo-de-outros-fortalece-o-irm%C3%A3o-Konstantin-Moiseyenko/
2021-07-12;As Testemunhas de Jeová são contra vacinas?;https://www.jw.org/pt/testemunhas-de-jeova/perguntas-frequentes/tj-vacinas-imunizacao/
2021-07-09;Irmão Aleksey Budenchuk é libertado da prisão na Rússia;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Irm%C3%A3o-Aleksey-Budenchuk-%C3%A9-libertado-da-pris%C3%A3o-na-R%C3%BAssia/
2021-07-09;Oração e cumprimento de profecias ajudam três irmãos a perseverar;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Ora%C3%A7%C3%A3o-e-cumprimento-de-profecias-ajudam-tr%C3%AAs-irm%C3%A3os-a-perseverar/
2021-07-08;Irmão de 75 anos enfrenta perseguição religiosa em Chelyabinsk;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Irm%C3%A3o-de-75-anos-enfrenta-persegui%C3%A7%C3%A3o-religiosa-em-Chelyabinsk/
2021-07-07;Os irmãos Aleksey Berchuk e Dmitriy Golik podem ser condenados em Blagoveshchensk;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Os-irm%C3%A3os-Aleksey-Berchuk-e-Dmitriy-Golik-podem-ser-condenados-em-Blagoveshchensk/
2021-07-06;Tradução do Novo Mundo é lançada no idioma aimará;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/bolivia/Tradu%C3%A7%C3%A3o-do-Novo-Mundo-%C3%A9-lan%C3%A7ada-no-idioma-aimar%C3%A1/
2021-07-06;Tradução do Novo Mundo das Escrituras Gregas Cristãs é lançada no idioma nyungwe;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mocambique/Tradu%C3%A7%C3%A3o-do-Novo-Mundo-das-Escrituras-Gregas-Crist%C3%A3s-%C3%A9-lan%C3%A7ada-no-idioma-nyungwe/
2021-07-06;Tribunal russo condena o irmão Aleksandr Shcherbina a três anos de prisão;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Tribunal-russo-condena-o-irm%C3%A3o-Aleksandr-Shcherbina-a-tr%C3%AAs-anos-de-pris%C3%A3o/
2021-07-06;Perseguição não tira a alegria e a força deles;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Persegui%C3%A7%C3%A3o-n%C3%A3o-tira-a-alegria-e-a-for%C3%A7a-deles/
2021-07-06;Irmã Tatyana Sholner confia em Jeová e continua alegre apesar de perseguição;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Irm%C3%A3-Tatyana-Sholner-confia-em-Jeov%C3%A1-e-continua-alegre-apesar-de-persegui%C3%A7%C3%A3o/
2021-07-05;Tradução do Novo Mundo da Bíblia Sagrada no idioma tâmil é lançada no alfabeto romano na Índia;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/india/Tradu%C3%A7%C3%A3o-do-Novo-Mundo-da-B%C3%ADblia-Sagrada-no-idioma-t%C3%A2mil-%C3%A9-lan%C3%A7ada-no-alfabeto-romano-na-%C3%8Dndia/
2021-07-05;Esposas de irmãos presos na Rússia confiam em Jeová ao lidar com seus desafios;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Esposas-de-irm%C3%A3os-presos-na-R%C3%BAssia-confiam-em-Jeov%C3%A1-ao-lidar-com-seus-desafios/
2021-07-05;Algum dia o terrorismo vai acabar?;https://www.jw.org/pt/biblioteca/series/outros-assuntos/fim-do-terrorismo/
2021-07-05;Programa da Assembleia de Circuito com o Superintendente de Circuito de 2021-2022;https://www.jw.org/pt/biblioteca/livros/Programa-da-Assembleia-de-Circuito-de-2021-2022-com-Superintendente-de-Circuito/
2021-07-05;Programa da Assembleia de Circuito com representante de Betel de 2021-2022;https://www.jw.org/pt/biblioteca/livros/Programa-da-Assembleia-de-Circuito-de-2021-2022-com-Representante-da-Filial/
2021-07-01;Ajuda humanitária em uma pandemia global;https://www.jw.org/pt/biblioteca/series/como-seus-donativos-sao-usados/Ajuda-humanit%C3%A1ria-em-uma-pandemia-global/
2021-06-29;Ajuda humanitária na Indonésia fortalece o amor entre os irmãos e dá bom testemunho;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/indonesia/Ajuda-humanit%C3%A1ria-na-Indon%C3%A9sia-fortalece-o-amor-entre-os-irm%C3%A3os-e-d%C3%A1-bom-testemunho/
2021-06-29;Tradução do Novo Mundo das Escrituras Gregas é lançada no idioma chol;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mexico/Tradu%C3%A7%C3%A3o-do-Novo-Mundo-das-Escrituras-Gregas-%C3%A9-lan%C3%A7ada-no-idioma-chol/
2021-06-29;Testemunhas de Jeová lançam a Tradução do Novo Mundo em bicol;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/filipinas/Testemunhas-de-Jeov%C3%A1-lan%C3%A7am-a-Tradu%C3%A7%C3%A3o-do-Novo-Mundo-em-bicol/
2021-06-29;Orações específicas ajudam a irmã Olga Ganusha a suportar perseguição;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Ora%C3%A7%C3%B5es-espec%C3%ADficas-ajudam-a-irm%C3%A3-Olga-Ganusha-a-suportar-persegui%C3%A7%C3%A3o/
2021-06-29;Os irmãos Aleksandr Bondarchuk e Sergey Yavushkin podem ser condenados depois de passar vários meses em prisão domiciliar;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Os-irm%C3%A3os-Aleksandr-Bondarchuk-e-Sergey-Yavushkin-podem-ser-condenados-depois-de-passar-v%C3%A1rios-meses-em-pris%C3%A3o-domiciliar/
2021-06-29;Tribunal russo viola a liberdade religiosa do irmão Yevgeniy Yegorov;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Tribunal-russo-viola-a-liberdade-religiosa-do-irm%C3%A3o-Yevgeniy-Yegorov/
2021-06-28;Noé — Um exemplo de fé e obediência;https://www.jw.org/pt/biblioteca/leituras-biblicas-dramatizadas/noe-exemplo-fe-obediencia/
2021-06-28;Maria foi humilde e obediente;https://www.jw.org/pt/ensinos-biblicos/criancas/torne-se-amigo-de-jeova/atividades/maria-humilde-obediente/
2021-06-23;Lançamento por videoconferência da Tradução do Novo Mundo no idioma tadjique;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mundial/Lan%C3%A7amento-por-videoconfer%C3%AAncia-da-Tradu%C3%A7%C3%A3o-do-Novo-Mundo-no-idioma-tadjique/
2021-06-22;Setembro de 2021;https://www.jw.org/pt/biblioteca/revistas/sentinela-estudo-setembro-2021/
2021-06-21;Um mundo melhor está próximo;https://www.jw.org/pt/biblioteca/revistas/sentinela-no2-2021-mai-jun/
